ISO Code,Country,Region,Year,Cluster,Index,Infrastructure,Affordability,Consumer Readiness,Content and Services,Network coverage,Network performance,Spectrum,Mobile data affordability,Handset affordability,Taxation,Mobile Ownership,Basic Skills,Gender Equality,Local Relevance,Online Security,2G Population Coverage,3G Population Coverage,4G Population Coverage,5G Population Coverage,Mobile download speeds,Mobile upload speeds,Mobile latencies,Spectrum assigned in bands below 1GHz,Spectrum assigned in bands between 1-3GHz,Spectrum assigned in bands between 3-6GHz,Spectrum assigned in mmWave bands,Affordability of entry basket (1GB),Affordability of higher basket (5GB),Affordability of entry basket (1GB) for poorest 40%,Affordability of higher basket (5GB) for poorest 40%,Device affordability,Device affordability for poorest 40%,Cost of taxes on mobile data,Cost of taxes on handsets,Cost of sector specific taxes on mobile data,Mobile ownership,Literacy,School Life Expectancy,Gender gap in mobile ownership,Gender gap in mobile internet,Top-Level Domains (TLDs) per person,E-Government Score,Mobile Social Media Penetration,Locally developed apps per person,Digital Language Support,Language accessibility of top ranked apps,Cybersecurity Index,Readiness Score,Sustainability Score,Potential Deployment
BEN,Benin,Sub-Saharan Africa,2021,1,40.47,53.74,38.62,33.11,39.02,77.8,38.72,35.64,23.85,37.71,69.99,40.34,38.48,20.53,28.76,80.06,98.0,91.0,79.0,0.0,9.56,21.63,84.98,41.71,49.27,0.0,0.0,41.32,20.19,27.5,6.38,45.19,30.22,75.53,34.44,100.0,40.34,43.83,33.12,36.51,4.55,31.58,51.82,12.33,47.83,11.8,28.7,80.06,70,75,Yes
BEN,Benin,Sub-Saharan Africa,2022,1,40.95,56.56,35.93,35.62,38.86,81.8,41.79,35.64,25.27,39.25,50.6,41.26,42.25,23.36,28.56,80.06,98.0,93.0,87.0,0.0,11.71,26.51,87.15,41.71,49.27,0.0,0.0,42.74,21.61,28.92,7.8,46.73,31.76,58.16,34.44,59.18,41.26,51.38,33.12,31.73,15.0,31.08,52.45,9.61,48.95,12.95,28.0,80.06,70,75,Yes
BEN,Benin,Sub-Saharan Africa,2023,1,38.71,59.01,25.43,37.29,40.14,85.4,44.31,35.64,20.07,17.94,51.13,42.31,42.25,27.31,30.15,80.06,98.0,96.0,93.0,0.0,16.05,32.51,84.36,41.71,49.27,0.0,0.0,30.87,23.08,17.06,9.26,25.43,10.46,58.16,36.04,59.18,42.31,51.38,33.12,46.5,8.11,31.46,52.45,15.47,47.28,16.34,28.0,80.06,70,75,Yes
BEN,Benin,Sub-Saharan Africa,2024,1,40.97,61.66,26.73,40.9,41.78,87.37,48.95,35.64,22.3,18.96,51.13,43.76,42.25,36.69,29.34,91.54,98.0,97.0,95.0,7.69,22.41,39.77,84.67,41.71,49.27,0.0,0.0,35.44,25.4,21.62,6.74,26.45,11.48,58.16,36.04,59.18,43.76,51.38,33.12,64.29,9.09,31.63,52.02,16.53,41.01,17.32,28.35,91.54,70,75,Yes
BFA,Burkina Faso,Sub-Saharan Africa,2021,1,28.52,34.88,25.48,29.03,25.65,41.39,29.42,32.8,13.78,15.99,67.86,37.34,29.79,19.98,22.07,39.98,97.9,45.0,34.0,0.0,6.44,15.07,66.76,42.48,38.53,0.0,0.0,28.92,12.09,14.1,0.0,24.02,7.96,73.73,29.84,100.0,37.34,36.97,22.61,28.84,11.11,13.82,41.89,9.72,37.41,19.26,18.37,39.98,70,75,Yes
BFA,Burkina Faso,Sub-Saharan Africa,2022,1,32.23,45.69,29.77,30.78,25.78,62.59,35.24,32.8,14.96,25.97,67.0,38.32,31.61,22.41,22.23,39.98,97.9,77.0,55.0,0.0,7.42,17.63,80.67,42.48,38.53,0.0,0.0,30.5,13.67,15.67,0.0,34.0,17.93,73.73,27.28,100.0,38.32,40.92,22.3,44.81,0.0,13.93,37.3,8.93,38.8,21.78,18.15,39.98,70,75,Yes
BFA,Burkina Faso,Sub-Saharan Africa,2023,1,32.14,50.32,23.95,33.06,26.76,66.19,42.2,34.8,17.61,8.0,68.55,39.4,29.4,30.39,23.46,39.98,97.9,81.0,60.0,0.0,12.74,29.14,84.72,42.48,45.2,0.0,0.0,35.46,14.34,20.63,0.0,16.0,0.0,73.73,31.91,100.0,39.4,40.92,17.87,60.78,0.0,14.54,37.3,12.1,39.85,23.07,18.15,39.98,70,75,Yes
BFA,Burkina Faso,Sub-Saharan Africa,2024,1,35.76,53.59,26.47,34.82,33.1,68.19,48.38,34.8,21.87,10.03,68.55,40.98,29.4,34.07,23.77,70.39,97.9,83.0,63.0,0.0,20.35,40.05,84.75,42.48,45.2,0.0,0.0,36.35,22.53,21.52,7.11,18.06,2.0,73.73,31.91,100.0,40.98,40.92,17.87,56.52,11.63,18.01,33.76,14.09,35.25,25.56,18.15,70.39,70,75,Yes
BGD,Bangladesh,South Asia,2021,2,50.09,56.94,47.57,42.12,55.17,88.44,41.07,25.67,69.56,44.08,10.56,52.07,60.23,14.06,48.64,81.27,99.62,98.1,98.1,0.0,10.06,31.13,82.02,25.33,43.33,0.0,0.0,89.47,62.6,76.52,49.65,51.09,37.07,31.68,0.0,0.0,52.07,76.0,44.46,24.72,3.39,29.42,63.2,28.81,60.16,70.0,46.45,81.27,60,65,No
BGD,Bangladesh,South Asia,2022,2,52.3,60.81,47.17,46.72,55.82,88.6,45.83,35.17,72.95,39.69,10.56,54.22,61.73,24.21,49.46,81.27,99.63,98.3,98.3,0.0,12.58,41.7,83.2,25.33,75.0,0.0,0.0,92.85,65.99,79.91,53.04,46.71,32.68,31.68,0.0,0.0,54.22,79.0,44.46,34.44,13.99,29.4,65.21,25.82,61.47,70.32,55.3,81.27,60,65,No
BGD,Bangladesh,South Asia,2023,2,53.21,63.49,47.33,48.04,55.53,88.84,52.31,35.17,76.15,36.89,10.56,56.44,61.73,25.94,49.09,81.27,99.63,98.6,98.6,0.0,20.54,49.64,86.75,25.33,75.0,0.0,0.0,90.0,75.25,77.05,62.3,43.9,29.88,31.68,0.0,0.0,56.44,79.0,44.46,31.68,20.2,29.35,65.21,29.97,60.52,70.45,45.16,81.27,60,65,No
BGD,Bangladesh,South Asia,2024,2,53.29,69.05,40.22,49.24,58.99,89.13,65.9,35.17,58.61,36.66,10.56,58.16,61.73,27.84,49.49,96.96,99.64,98.96,98.96,0.0,35.98,71.61,90.12,25.33,75.0,0.0,0.0,73.7,56.02,60.75,43.97,43.67,29.64,31.68,0.0,0.0,58.16,79.0,44.46,33.26,22.43,29.95,73.74,33.46,55.84,72.85,36.99,96.96,60,65,No
BGR,Bulgaria,Europe & Central Asia,2021,3,76.89,72.14,76.15,86.72,73.36,95.76,62.09,45.0,70.18,81.3,77.78,83.42,78.44,98.31,74.85,67.38,100.0,100.0,100.0,57.62,47.65,51.2,87.41,32.0,59.17,75.0,0.0,80.67,76.02,64.33,59.68,90.16,72.45,66.67,66.67,100.0,83.42,98.0,58.87,97.53,99.1,71.26,73.99,63.1,94.04,83.41,50.91,67.38,45,50,No
BGR,Bulgaria,Europe & Central Asia,2022,0,78.42,84.01,74.65,82.88,72.78,97.73,88.45,47.67,75.07,72.67,77.78,83.76,77.86,87.04,74.12,67.38,100.0,100.0,100.0,77.34,94.72,80.79,89.84,32.0,59.17,75.0,53.33,82.8,82.8,67.34,67.34,81.04,64.29,66.67,66.67,100.0,83.76,98.0,57.71,96.3,77.78,71.5,70.92,64.84,93.6,82.42,45.6,67.38,90,85,Yes
BGR,Bulgaria,Europe & Central Asia,2023,0,81.89,93.55,76.31,86.66,72.68,98.49,97.26,76.24,77.07,74.83,77.78,83.95,77.86,98.17,74.0,67.38,100.0,100.0,100.0,84.88,100.0,100.0,91.78,89.14,59.17,75.0,53.33,84.8,84.8,69.33,69.33,83.2,66.45,66.67,66.67,100.0,83.95,98.0,57.71,96.34,100.0,71.84,70.92,64.1,92.95,82.49,46.37,67.38,90,85,Yes
BGR,Bulgaria,Europe & Central Asia,2024,0,81.05,93.8,74.32,83.61,74.03,98.9,97.49,76.24,69.98,76.94,77.78,84.47,77.86,88.51,73.9,74.56,100.0,100.0,100.0,89.0,100.0,100.0,92.48,89.14,59.17,75.0,53.33,82.38,73.01,66.91,57.63,85.31,68.56,66.67,66.67,100.0,84.47,98.0,57.71,89.36,87.65,71.94,77.27,64.77,90.32,83.92,39.83,74.56,90,85,Yes
BHR,Bahrain,Middle East & North Africa,2021,0,77.72,80.3,73.39,85.87,72.1,100.0,69.41,62.7,57.54,75.92,100.0,84.11,86.49,87.01,70.66,77.86,100.0,100.0,100.0,100.0,54.31,61.84,92.07,61.9,68.33,75.0,0.0,66.66,66.66,48.43,48.43,85.8,66.05,100.0,100.0,100.0,84.11,97.88,75.11,100.0,74.02,57.47,77.03,100.0,88.1,34.69,69.0,77.86,90,85,Yes
BHR,Bahrain,Middle East & North Africa,2022,0,79.96,90.45,72.99,86.17,71.86,100.0,94.78,62.7,59.01,73.46,100.0,84.47,86.4,87.65,70.36,77.86,100.0,100.0,100.0,100.0,100.0,91.0,93.34,61.9,68.33,75.0,0.0,68.15,68.15,49.88,49.88,83.36,63.56,100.0,100.0,100.0,84.47,98.0,74.8,100.0,75.29,57.23,75.23,98.72,88.77,34.96,69.0,77.86,90,85,Yes
BHR,Bahrain,Middle East & North Africa,2023,0,81.25,91.77,74.03,90.4,70.95,100.0,98.06,62.7,58.34,76.73,100.0,84.97,86.24,100.0,69.22,77.86,100.0,100.0,100.0,100.0,100.0,100.0,94.19,61.9,68.33,75.0,0.0,67.44,67.44,49.24,49.24,86.59,66.87,100.0,100.0,100.0,84.97,98.0,74.48,100.0,100.0,57.73,75.23,94.23,88.27,35.77,65.0,77.86,90,85,Yes
BHR,Bahrain,Middle East & North Africa,2024,0,82.3,91.81,75.99,89.52,73.47,100.0,98.18,62.7,63.43,76.55,100.0,85.42,86.24,96.91,67.35,97.94,100.0,100.0,100.0,100.0,100.0,100.0,94.53,61.9,68.33,75.0,0.0,75.07,70.86,56.87,50.92,86.41,66.69,100.0,100.0,100.0,85.42,98.0,74.48,100.0,93.81,57.54,90.31,79.09,84.78,37.82,64.76,97.94,90,85,Yes
BHS,Bahamas,Latin America & Caribbean,2021,2,66.88,64.24,70.72,80.41,54.76,89.1,56.32,30.33,54.52,73.48,97.62,70.68,70.54,100.0,65.11,13.37,99.0,99.0,99.0,0.0,29.04,50.47,89.45,46.67,23.33,0.0,0.0,71.74,59.16,49.87,37.29,85.32,61.63,96.43,96.43,100.0,70.68,97.0,44.08,100.0,100.0,82.59,64.9,67.07,77.48,15.99,100.0,13.37,60,65,No
BHS,Bahamas,Latin America & Caribbean,2022,3,68.29,64.17,78.92,81.04,52.98,89.1,56.15,30.33,57.94,89.37,100.0,72.57,70.54,100.0,62.89,13.37,99.0,99.0,99.0,0.0,30.21,49.15,89.09,46.67,23.33,0.0,0.0,74.28,61.7,54.18,41.6,100.0,78.73,100.0,100.0,100.0,72.57,97.0,44.08,100.0,100.0,82.63,62.14,57.83,76.73,16.18,100.0,13.37,45,50,No
BHS,Bahamas,Latin America & Caribbean,2023,3,68.65,64.82,79.82,81.47,52.68,89.1,57.79,30.33,59.4,90.15,100.0,74.47,70.54,99.39,62.51,13.37,99.0,99.0,99.0,0.0,31.23,52.93,89.22,46.67,23.33,0.0,0.0,75.75,63.17,55.62,43.04,100.0,80.3,100.0,100.0,100.0,74.47,97.0,44.08,100.0,98.79,82.2,62.14,57.92,74.4,16.94,100.0,13.37,45,50,No
BHS,Bahamas,Latin America & Caribbean,2024,3,70.22,67.95,80.04,81.25,55.02,94.66,60.05,30.33,59.76,90.35,100.0,75.73,70.54,97.49,60.27,34.0,99.0,99.0,99.0,55.55,33.16,56.43,90.57,46.67,23.33,0.0,0.0,76.1,63.52,55.99,43.41,100.0,80.7,100.0,100.0,100.0,75.73,97.0,44.08,95.72,99.27,84.54,54.02,59.12,66.01,14.67,100.0,34.0,45,50,No
BIH,Bosnia and Herzegovina,Europe & Central Asia,2021,2,62.77,60.06,57.08,79.48,56.97,84.0,45.8,40.72,51.18,49.05,84.9,84.67,76.24,77.53,63.85,29.44,100.0,95.0,90.0,0.0,16.62,32.9,87.88,50.86,50.97,0.0,0.0,58.96,58.96,43.41,43.41,57.48,40.63,77.35,77.35,100.0,84.67,99.0,53.48,75.44,79.62,56.98,51.26,61.65,75.83,80.9,36.5,29.44,60,65,No
BIH,Bosnia and Herzegovina,Europe & Central Asia,2022,2,63.23,63.21,57.61,78.71,55.77,84.3,53.38,40.72,51.92,49.67,84.9,84.95,76.32,74.88,62.35,29.44,100.0,95.2,90.55,0.0,21.35,49.69,89.1,50.86,50.97,0.0,0.0,59.69,59.69,44.14,44.14,58.09,41.25,77.35,77.35,100.0,84.95,99.0,53.63,72.22,77.53,56.77,48.98,54.3,76.25,81.95,36.0,29.44,60,65,No
BIH,Bosnia and Herzegovina,Europe & Central Asia,2023,3,67.79,69.06,62.3,84.5,58.07,87.56,64.73,40.72,61.14,52.16,84.9,85.32,76.32,91.87,65.23,29.44,100.0,98.0,94.0,7.62,31.94,72.14,90.09,50.86,50.97,0.0,0.0,68.93,68.93,53.36,53.36,60.59,43.73,77.35,77.35,100.0,85.32,99.0,53.63,92.83,90.91,57.41,48.98,67.44,76.21,82.36,36.5,29.44,45,50,No
BIH,Bosnia and Herzegovina,Europe & Central Asia,2024,3,67.67,71.53,60.18,83.19,58.56,90.43,68.04,40.72,54.91,53.1,84.9,85.79,76.32,87.47,64.79,33.61,100.0,98.5,97.0,22.31,37.75,76.01,90.35,50.86,50.97,0.0,0.0,62.69,62.69,47.12,47.12,61.53,44.67,77.35,77.35,100.0,85.79,99.0,53.63,82.08,92.86,57.73,50.03,63.0,73.11,85.82,38.57,33.61,45,50,No
BLR,Belarus,Europe & Central Asia,2021,3,67.98,62.87,61.18,84.52,65.69,87.99,49.03,40.34,68.51,58.31,52.28,77.03,80.22,96.3,69.47,50.57,99.9,100.0,95.0,0.0,16.48,43.34,87.27,52.95,46.2,0.0,0.0,73.1,73.1,63.91,63.91,63.29,53.33,50.0,46.83,60.0,77.03,100.0,60.45,92.59,100.0,58.9,61.81,43.56,84.88,93.65,70.88,50.57,45,50,No
BLR,Belarus,Europe & Central Asia,2022,3,66.93,64.23,56.42,84.59,65.46,89.19,51.22,40.34,70.16,46.56,48.68,77.48,79.98,96.3,69.18,50.57,99.9,100.0,98.0,0.0,17.18,49.56,86.93,52.95,46.2,0.0,0.0,74.76,74.76,65.56,65.56,51.54,41.58,46.83,46.83,52.38,77.48,100.0,59.96,92.59,100.0,59.85,53.02,44.91,85.19,94.2,70.5,50.57,45,50,No
BLR,Belarus,Europe & Central Asia,2023,3,68.19,66.86,56.67,84.47,67.56,89.44,57.55,40.34,71.23,46.12,48.68,77.87,79.25,96.3,71.81,50.57,99.9,100.0,98.0,2.45,25.83,59.92,86.89,52.95,46.2,0.0,0.0,75.82,75.82,66.63,66.63,51.1,41.14,46.83,46.83,52.38,77.87,100.0,58.49,92.59,100.0,59.49,53.02,58.07,85.84,94.25,69.75,50.57,45,50,No
BLR,Belarus,Europe & Central Asia,2024,3,70.47,69.52,58.66,84.83,71.28,90.55,63.08,40.34,72.95,46.04,55.29,78.94,79.25,96.3,73.72,61.53,99.9,99.9,99.0,10.0,32.78,68.05,88.41,52.95,46.2,0.0,0.0,77.55,77.55,68.35,68.35,51.02,41.06,46.83,66.67,52.38,78.94,100.0,58.49,92.59,100.0,58.66,57.6,67.44,84.81,94.96,67.86,61.53,45,50,No
BLZ,Belize,Latin America & Caribbean,2021,2,61.61,57.2,53.83,75.21,62.24,87.4,43.52,24.17,33.15,61.5,79.84,67.02,71.91,86.71,75.22,10.29,98.0,98.0,96.0,0.0,14.51,29.13,86.91,41.87,10.8,0.0,0.0,43.87,39.66,26.63,22.42,70.84,52.16,94.44,45.06,100.0,67.02,90.92,52.9,81.27,92.15,78.85,35.36,70.01,91.27,71.0,94.6,10.29,60,65,No
BLZ,Belize,Latin America & Caribbean,2022,2,62.21,56.76,56.5,75.34,61.97,87.4,42.42,24.17,36.36,64.98,79.84,69.16,70.87,86.0,74.89,10.29,98.0,98.0,96.0,0.0,12.97,29.38,84.9,41.87,10.8,0.0,0.0,47.08,42.87,29.84,25.63,74.32,55.64,94.44,45.06,100.0,69.16,90.92,50.83,81.27,90.73,78.82,44.25,61.31,90.15,74.27,95.5,10.29,60,65,No
BLZ,Belize,Latin America & Caribbean,2023,2,62.75,57.36,57.42,77.05,61.08,87.4,43.92,24.17,37.46,66.18,79.84,71.16,69.34,90.64,73.77,10.29,98.0,98.0,96.0,0.0,13.83,30.89,87.04,41.87,10.8,0.0,0.0,48.19,43.98,30.94,26.73,75.52,56.83,94.44,45.06,100.0,71.16,90.92,47.77,81.27,100.0,79.19,44.25,53.58,89.56,77.18,94.45,10.29,60,65,No
BLZ,Belize,Latin America & Caribbean,2024,2,64.24,57.71,58.93,77.0,65.05,87.35,44.84,24.17,39.27,68.14,79.84,72.23,69.34,89.43,73.22,32.35,98.0,97.95,95.93,0.0,15.83,32.55,86.15,41.87,10.8,0.0,0.0,50.01,45.8,32.74,28.53,77.49,58.78,94.44,45.06,100.0,72.23,90.92,47.77,81.27,97.59,78.31,40.55,54.47,88.75,77.52,93.57,32.35,60,65,No
BOL,Bolivia,Latin America & Caribbean,2021,2,59.21,59.52,49.13,74.08,56.73,79.97,53.02,31.6,44.81,40.14,75.75,59.28,79.06,83.92,66.87,16.14,100.0,90.0,84.93,0.0,18.06,52.02,88.98,42.19,35.0,0.0,0.0,62.28,45.33,44.3,27.34,49.88,30.4,92.48,34.76,100.0,59.28,94.0,64.11,92.91,74.92,44.68,55.09,68.63,69.48,79.3,89.45,16.14,60,65,No
BOL,Bolivia,Latin America & Caribbean,2022,2,60.32,59.3,51.52,78.2,55.41,80.8,51.65,31.6,49.53,41.41,75.75,61.02,79.84,93.75,65.23,16.14,100.0,91.0,86.0,0.0,15.56,51.86,87.55,42.19,35.0,0.0,0.0,70.29,47.13,51.93,28.78,51.35,31.46,92.48,34.76,100.0,61.02,94.0,65.67,100.0,87.5,44.75,51.93,60.15,68.8,81.23,90.5,16.14,60,65,No
BOL,Bolivia,Latin America & Caribbean,2023,2,60.52,58.88,52.45,77.85,55.81,81.6,49.8,31.6,49.66,40.67,81.58,62.63,79.84,91.08,65.73,16.14,100.0,92.0,87.0,0.0,14.41,48.78,86.21,42.19,35.0,0.0,0.0,70.55,47.39,51.94,28.78,50.75,30.59,92.48,52.25,100.0,62.63,94.0,65.67,92.42,89.74,44.33,51.93,60.14,67.66,85.07,91.0,16.14,60,65,No
BOL,Bolivia,Latin America & Caribbean,2024,2,61.23,60.15,50.13,77.17,60.4,82.26,52.31,31.6,42.83,41.71,81.58,64.11,79.84,87.57,64.72,43.15,100.0,93.04,87.6,0.0,16.75,52.75,87.43,42.19,35.0,0.0,0.0,58.19,45.94,39.58,27.62,51.79,31.63,92.48,52.25,100.0,64.11,94.0,65.67,92.42,82.72,44.17,59.87,59.6,61.07,84.27,89.05,43.15,60,65,No
BRA,Brazil,Latin America & Caribbean,2021,3,71.77,67.3,55.75,82.7,85.52,81.86,56.07,60.62,66.66,64.6,16.23,67.29,80.8,100.0,82.75,96.6,90.31,89.52,88.3,17.0,30.41,52.22,85.57,75.24,76.67,0.0,0.0,88.07,70.43,62.89,45.25,78.24,50.96,13.24,35.45,0.0,67.29,93.0,68.59,100.0,100.0,62.63,88.35,78.85,86.31,95.51,92.5,96.6,45,50,No
BRA,Brazil,Latin America & Caribbean,2022,0,78.54,76.56,70.4,83.43,84.61,86.25,61.08,88.13,69.17,88.19,37.31,69.05,81.25,100.0,81.62,96.6,92.52,92.0,92.0,34.0,39.78,57.48,85.97,84.76,91.67,95.0,80.0,90.14,72.5,65.83,48.19,100.0,76.38,44.79,35.45,31.7,69.05,93.0,69.51,100.0,100.0,62.84,89.64,70.29,86.82,95.82,95.0,96.6,90,85,Yes
BRA,Brazil,Latin America & Caribbean,2023,0,80.81,85.8,69.97,84.01,84.53,88.15,82.29,88.13,71.62,84.64,37.31,70.78,81.25,100.0,81.52,96.6,92.52,92.0,92.0,53.0,83.41,77.27,86.2,84.76,91.67,95.0,80.0,92.43,74.79,68.45,50.81,97.62,71.65,44.79,35.45,31.7,70.78,93.0,69.51,100.0,100.0,63.17,89.64,65.96,86.38,100.0,94.5,96.6,90,85,Yes
BRA,Brazil,Latin America & Caribbean,2024,0,78.8,89.16,61.63,83.73,83.79,89.15,89.68,88.13,56.17,84.36,27.08,72.19,81.25,97.75,80.61,96.54,92.52,92.0,92.0,63.0,100.0,82.18,86.85,84.76,91.67,95.0,80.0,71.1,66.73,47.13,39.7,97.35,71.38,35.65,35.45,10.14,72.19,93.0,69.51,100.0,95.51,63.41,90.63,65.78,82.81,100.0,91.43,96.54,90,85,Yes
BRB,Barbados,Latin America & Caribbean,2021,2,61.98,64.6,48.79,84.98,55.11,86.4,59.13,31.95,39.35,57.42,50.4,67.09,87.84,100.0,64.66,16.89,99.6,96.09,95.0,0.0,32.43,52.58,92.38,41.9,36.67,0.0,0.0,46.89,46.06,32.64,31.82,65.13,49.7,59.84,28.25,63.11,67.09,99.6,76.07,100.0,100.0,67.21,55.77,84.67,82.65,10.9,100.0,16.89,60,65,No
BRB,Barbados,Latin America & Caribbean,2022,2,61.36,64.65,48.19,85.52,53.22,89.2,56.46,31.95,38.87,56.4,50.4,68.73,87.84,99.99,62.3,16.89,100.0,99.0,99.0,0.0,28.54,48.53,92.31,41.9,36.67,0.0,0.0,45.96,45.96,31.77,31.77,64.09,48.72,59.84,28.25,63.11,68.73,99.6,76.07,99.99,100.0,66.22,53.88,74.38,83.09,10.87,100.0,16.89,60,65,No
BRB,Barbados,Latin America & Caribbean,2023,2,62.83,65.6,54.01,85.71,51.32,89.2,58.83,31.95,40.18,69.63,50.4,70.38,87.84,98.9,59.92,16.89,100.0,99.0,99.0,0.0,34.45,51.32,90.73,41.9,36.67,0.0,0.0,47.29,47.29,33.08,33.08,77.33,61.93,59.84,28.25,63.11,70.38,99.6,76.07,100.0,97.8,66.36,53.88,63.04,82.26,11.01,100.0,16.89,60,65,No
BRB,Barbados,Latin America & Caribbean,2024,3,65.12,65.9,57.85,85.83,54.98,89.2,59.56,31.95,48.51,70.91,50.4,71.89,87.84,97.76,59.57,36.61,100.0,99.0,99.0,0.0,36.88,50.57,91.24,41.9,36.67,0.0,0.0,56.27,54.83,42.05,40.9,78.61,63.2,59.84,28.25,63.11,71.89,99.6,76.07,100.0,95.51,66.68,49.76,63.14,80.94,12.23,100.0,36.61,45,50,No
BRN,Brunei Darussalam,East Asia & Pacific,2021,3,72.1,60.23,81.77,85.55,64.15,86.3,52.93,22.67,81.15,73.27,100.0,79.78,76.87,100.0,66.17,56.07,99.0,96.0,95.0,0.0,22.56,44.85,91.4,33.33,20.0,0.0,0.0,87.82,82.76,79.54,74.48,77.75,68.78,100.0,100.0,100.0,79.78,97.2,56.54,100.0,100.0,59.32,61.12,100.0,80.51,29.45,62.05,56.07,45,50,No
BRN,Brunei Darussalam,East Asia & Pacific,2022,3,73.96,65.11,84.28,86.53,63.01,86.3,65.13,22.67,84.36,76.33,100.0,82.71,76.87,100.0,64.75,56.07,99.0,96.0,95.0,0.0,35.56,67.16,92.68,33.33,20.0,0.0,0.0,90.98,85.92,82.81,77.74,80.75,71.9,100.0,100.0,100.0,82.71,97.2,56.54,100.0,100.0,61.24,58.71,92.53,79.45,29.45,63.43,56.07,45,50,No
BRN,Brunei Darussalam,East Asia & Pacific,2023,3,71.91,72.47,82.24,76.97,58.27,87.62,82.23,22.67,81.63,73.97,100.0,85.24,76.87,68.81,58.82,56.07,99.23,96.0,95.0,12.98,64.41,91.69,90.57,33.33,20.0,0.0,0.0,88.29,83.23,80.04,74.98,78.43,69.5,100.0,100.0,100.0,85.24,97.2,56.54,80.04,57.58,58.97,58.71,66.0,78.44,29.45,63.78,56.07,45,50,No
BRN,Brunei Darussalam,East Asia & Pacific,2024,3,74.59,78.99,82.59,79.27,59.85,89.41,96.72,22.67,82.16,74.31,100.0,85.73,76.87,75.19,57.22,70.4,99.07,96.0,95.41,29.38,97.24,100.0,92.92,33.33,20.0,0.0,0.0,88.81,83.74,80.59,75.52,78.77,69.86,100.0,100.0,100.0,85.73,97.2,56.54,84.58,65.81,58.37,58.02,65.12,73.69,29.45,60.9,70.4,45,50,No
BTN,Bhutan,South Asia,2021,2,59.62,60.37,61.35,74.89,45.55,80.0,51.07,39.71,59.2,44.18,100.0,69.62,59.58,95.45,52.35,18.34,98.0,90.0,85.0,1.95,16.55,49.72,86.95,71.43,13.33,0.0,0.0,78.2,51.44,66.96,40.2,50.27,38.1,100.0,100.0,100.0,69.62,67.0,52.17,100.0,90.91,49.33,64.1,70.69,72.36,37.32,0.0,18.34,60,65,No
BTN,Bhutan,South Asia,2022,2,60.61,63.52,62.85,77.32,43.72,81.06,57.88,39.71,61.63,45.5,100.0,72.37,59.58,100.0,50.07,18.34,98.0,90.0,85.0,12.61,21.71,62.42,89.51,71.43,13.33,0.0,0.0,80.63,53.87,69.4,42.64,51.58,39.41,100.0,100.0,100.0,72.37,67.0,52.17,100.0,100.0,48.87,59.96,60.55,73.62,37.32,0.0,18.34,60,65,No
BTN,Bhutan,South Asia,2023,2,61.07,67.15,60.93,78.3,43.42,82.77,65.24,39.71,62.76,39.55,100.0,75.33,59.58,100.0,49.69,18.34,98.0,90.0,87.0,21.7,36.22,70.17,89.31,71.43,13.33,0.0,0.0,81.76,55.0,70.52,43.77,45.63,33.46,100.0,100.0,100.0,75.33,67.0,52.17,100.0,100.0,49.75,59.96,57.38,74.02,37.32,0.0,18.34,60,65,No
BTN,Bhutan,South Asia,2024,3,64.39,68.11,62.02,78.68,51.74,83.44,66.98,39.71,64.47,40.58,100.0,76.46,59.58,100.0,49.48,60.77,98.0,90.0,87.0,28.41,39.97,71.26,89.71,71.43,13.33,0.0,0.0,74.25,66.89,63.02,53.7,46.67,34.5,100.0,100.0,100.0,76.46,67.0,52.17,100.0,100.0,49.17,58.86,59.07,72.39,37.32,0.0,60.77,45,50,No
BWA,Botswana,Sub-Saharan Africa,2021,2,59.59,54.8,67.2,70.82,48.33,89.1,38.29,19.23,43.34,75.85,97.62,61.6,63.01,87.84,47.15,53.06,99.0,99.0,99.0,0.0,12.76,23.03,79.09,18.86,32.67,0.0,0.0,62.95,49.63,37.05,23.72,89.88,61.82,96.43,96.43,100.0,61.6,85.0,41.03,100.0,75.68,47.95,31.94,44.33,61.94,50.07,31.0,53.06,60,65,No
BWA,Botswana,Sub-Saharan Africa,2022,2,59.17,59.59,61.43,69.94,47.87,89.5,45.53,27.87,48.64,56.13,97.62,62.69,62.93,84.21,46.58,53.06,99.0,99.0,99.0,4.0,21.56,34.45,80.59,28.38,39.33,12.5,0.0,66.25,56.94,40.35,31.04,70.16,42.09,96.43,96.43,100.0,62.69,85.0,40.87,100.0,68.42,47.99,27.4,41.24,61.28,53.18,31.0,53.06,60,65,No
BWA,Botswana,Sub-Saharan Africa,2023,2,61.27,62.94,63.88,72.47,48.36,90.1,53.33,27.87,49.05,61.83,97.62,63.9,62.93,90.57,47.19,53.06,99.0,99.0,99.0,10.0,31.81,47.45,80.73,28.38,39.33,12.5,0.0,67.23,56.77,41.33,30.87,75.86,47.8,96.43,96.43,100.0,63.9,85.0,40.87,100.0,81.13,47.14,27.4,44.49,60.27,54.86,31.0,53.06,60,65,No
BWA,Botswana,Sub-Saharan Africa,2024,2,63.47,66.6,64.01,70.16,54.26,90.9,61.68,27.87,49.79,61.43,97.62,65.0,62.93,82.54,48.14,78.76,99.0,99.0,99.0,17.96,42.23,59.92,82.88,28.38,39.33,12.5,0.0,66.65,59.32,40.75,32.46,75.46,47.4,96.43,96.43,100.0,65.0,85.0,40.87,100.0,65.08,48.48,39.85,47.42,54.47,54.9,31.0,78.76,60,65,No
